,chaos_value,type,type_line,price,shoplink_template,stack_size,datetime
138,4.0,Scarab,Polished Divination Scarab,2.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""50"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
139,40.0,Fragment,Fragment of Enslavement,20.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""77"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
140,47.166666666666664,Fragment,Timeless Karui Emblem,15.722222222222221,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""64"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
141,52.642857142857146,Fragment,Timeless Templar Emblem,52.642857142857146,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""67"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
142,3.0,Scarab,Rusted Cartography Scarab,3.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""31"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
143,12.0,Fragment,Tul's Breachstone,12.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""18"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
144,29.8,Scarab,Rusted Breach Scarab,1.49,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""28"" y=""0""] ~b/o {final_price} {fx_id}",20,2021-05-21 11:54:19.243340
145,6.30085125,Fragment,Sacrifice at Dusk,0.33162375,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""3"" y=""0""] ~b/o {final_price} {fx_id}",19,2021-05-21 11:54:19.243340
146,1.1575061538461537,Fragment,Sacrifice at Midnight,0.5787530769230769,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""0"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
147,2.9999700000000002,Fragment,Sacrifice at Dawn,0.33333,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""1"" y=""0""] ~b/o {final_price} {fx_id}",9,2021-05-21 11:54:19.243340
148,3.659737142857143,Fragment,Divine Vessel,0.9149342857142857,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""16"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
149,8.0,Scarab,Rusted Harbinger Scarab,8.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""58"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
150,5.5,Scarab,Rusted Reliquary Scarab,0.5,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""34"" y=""0""] ~b/o {final_price} {fx_id}",11,2021-05-21 11:54:19.243340
151,11.0,Scarab,Rusted Abyss Scarab,1.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""126"" y=""0""] ~b/o {final_price} {fx_id}",11,2021-05-21 11:54:19.243340
152,195.0,Scarab,Winged Divination Scarab,65.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""116"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
153,160.0,Scarab,Winged Reliquary Scarab,40.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""111"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
154,4.0,Scarab,Rusted Perandus Scarab,1.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""61"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
155,3.0,Scarab,Polished Torment Scarab,1.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""53"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
156,3.1249199999999995,Fragment,Timeless Karui Splinter,0.26041,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""69"" y=""0""] ~b/o {final_price} {fx_id}",12,2021-05-21 11:54:19.243340
157,16.647058823529413,Fragment,Timeless Eternal Emblem,16.647058823529413,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""66"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
158,30.0,Scarab,Polished Sulphite Scarab,3.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""47"" y=""0""] ~b/o {final_price} {fx_id}",10,2021-05-21 11:54:19.243340
159,120.0,Scarab,Gilded Breach Scarab,15.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""30"" y=""0""] ~b/o {final_price} {fx_id}",8,2021-05-21 11:54:19.243340
160,2.0,Scarab,Polished Reliquary Scarab,1.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""35"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
161,3.0,Scarab,Rusted Shaper Scarab,1.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""40"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
162,1.0,Scarab,Polished Abyss Scarab,1.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""127"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
163,3.0,Scarab,Rusted Ambush Scarab,1.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""55"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
164,2.0,Scarab,Rusted Torment Scarab,0.5,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""52"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
165,4.0,Scarab,Rusted Divination Scarab,1.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""49"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
166,54.0,Scarab,Polished Breach Scarab,6.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""29"" y=""0""] ~b/o {final_price} {fx_id}",9,2021-05-21 11:54:19.243340
167,31.16,Scarab,Rusted Legion Scarab,7.79,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""74"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
168,3.0,Scarab,Polished Shaper Scarab,1.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""41"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
169,33.0,Scarab,Polished Legion Scarab,11.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""75"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
170,4.0,Scarab,Gilded Elder Scarab,4.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""45"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
171,47.04,Scarab,Rusted Blight Scarab,7.84,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""105"" y=""0""] ~b/o {final_price} {fx_id}",6,2021-05-21 11:54:19.243340
172,12.0,Scarab,Rusted Sulphite Scarab,2.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""46"" y=""0""] ~b/o {final_price} {fx_id}",6,2021-05-21 11:54:19.243340
173,12.0,Fragment,Esh's Breachstone,12.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""19"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
174,35.6500035,Fragment,Xoph's Breachstone,11.8833345,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""17"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
175,17.5,Fragment,Fragment of Terror,17.5,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""81"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
176,21.91227894736842,Fragment,Fragment of the Phoenix,10.95613947368421,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""12"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
177,40.6999935,Fragment,Fragment of the Chimera,13.5666645,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""14"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
178,10.66688,Fragment,Splinter of Tul,0.16667,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""23"" y=""0""] ~b/o {final_price} {fx_id}",64,2021-05-21 11:54:19.243340
179,8.0,Scarab,Polished Ambush Scarab,2.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""56"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
180,4.0,Scarab,Rusted Bestiary Scarab,2.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""37"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
181,4.0,Scarab,Gilded Torment Scarab,2.0,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""54"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
182,29.333479999999998,Fragment,Timeless Templar Splinter,0.66667,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""72"" y=""0""] ~b/o {final_price} {fx_id}",44,2021-05-21 11:54:19.243340
183,9.27946923076923,Fragment,Offering to the Goddess,1.3256384615384615,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""27"" y=""0""] ~b/o {final_price} {fx_id}",7,2021-05-21 11:54:19.243340
184,18.097755263157893,Fragment,Timeless Maraketh Splinter,0.6240605263157895,"[linkItem location=""Stash5"" league=""Ultimatum"" x=""70"" y=""0""] ~b/o {final_price} {fx_id}",29,2021-05-21 11:54:19.243340
185,2.0,DivinationCard,Gemcutter's Promise,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""42"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
186,327.71,DivinationCard,Succor of the Sinless,327.71,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""29"" y=""1""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
187,3.0,DivinationCard,Call to the First Ones,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""178"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
188,4.0,DivinationCard,The Last One Standing,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""58"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
189,6.0,DivinationCard,The Dreamer,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""196"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
190,6.0,DivinationCard,Lucky Connections,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""32"" y=""0""] ~b/o {final_price} {fx_id}",6,2021-05-21 11:54:19.243340
191,3.0,DivinationCard,Vanity,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""251"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
192,1.0,DivinationCard,The Dragon,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""121"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
193,2.0,DivinationCard,The Bones,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""37"" y=""1""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
194,4.0,DivinationCard,The Scavenger,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""163"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
195,3.0,DivinationCard,The Gemcutter,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""24"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
196,8.0,DivinationCard,The Enlightened,8.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""92"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
197,1.0,DivinationCard,Grave Knowledge,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""75"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
198,2.0,DivinationCard,Mitts,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""169"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
199,4.0,DivinationCard,The Chains that Bind,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""44"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
200,1.0,DivinationCard,Three Voices,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""220"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
201,2.0,DivinationCard,The Formless Sea,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""161"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
202,1.0,DivinationCard,The Wolverine,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""168"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
203,3.0,DivinationCard,The Landing,3.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""242"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
204,5.0,DivinationCard,The Wolf,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""157"" y=""0""] ~b/o {final_price} {fx_id}",5,2021-05-21 11:54:19.243340
205,16.0,DivinationCard,The Academic,16.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""66"" y=""1""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
206,5.0,DivinationCard,The Craving,5.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""39"" y=""1""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
207,6.0,DivinationCard,The Surveyor,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""95"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
208,196.0,DivinationCard,The Saint's Treasure,28.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""177"" y=""0""] ~b/o {final_price} {fx_id}",7,2021-05-21 11:54:19.243340
209,1.0,DivinationCard,The Battle Born,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""5"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
210,1.0,DivinationCard,Vinia's Token,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""14"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
211,6.0,DivinationCard,Hunter's Resolve,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""83"" y=""0""] ~b/o {final_price} {fx_id}",6,2021-05-21 11:54:19.243340
212,4.0,DivinationCard,The Twilight Moon,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""229"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
213,1.0,DivinationCard,The Long Watch,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""85"" y=""1""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
214,8.0,DivinationCard,The Aesthete,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""91"" y=""0""] ~b/o {final_price} {fx_id}",8,2021-05-21 11:54:19.243340
215,2.0,DivinationCard,The Stormcaller,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""149"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
216,5.36,DivinationCard,The Professor,2.68,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""221"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
217,1.0,DivinationCard,The Adventuring Spirit,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""94"" y=""1""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
218,2.0,DivinationCard,The Sigil,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""116"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
219,2.0,DivinationCard,The Throne,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""136"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
220,2.0,DivinationCard,The Body,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""111"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
221,2.0,DivinationCard,The Wilted Rose,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""224"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
222,1.0,DivinationCard,The Card Sharp,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""98"" y=""1""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
223,2.0,DivinationCard,Cartographer's Delight,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""151"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
224,1.0,DivinationCard,The Wretched,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""170"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
225,6.0,DivinationCard,Boon of the First Ones,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""228"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
226,14.0,DivinationCard,Cursed Words,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""71"" y=""1""] ~b/o {final_price} {fx_id}",14,2021-05-21 11:54:19.243340
227,3.0,DivinationCard,The Realm,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""186"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
228,1.0,DivinationCard,The Standoff,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""172"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
229,2.0,DivinationCard,The Gentleman,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""64"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
230,2.0,DivinationCard,The Queen,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""50"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
231,4.0,DivinationCard,The Drunken Aristocrat,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""19"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
232,4.0,DivinationCard,The Coming Storm,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""166"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
233,8.0,DivinationCard,Sambodhi's Vow,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""249"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
234,4.0,DivinationCard,Humility,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""51"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
235,5.0,DivinationCard,The Warden,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""21"" y=""0""] ~b/o {final_price} {fx_id}",5,2021-05-21 11:54:19.243340
236,10.0,DivinationCard,The Lover,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""26"" y=""0""] ~b/o {final_price} {fx_id}",10,2021-05-21 11:54:19.243340
237,5.0,DivinationCard,The Tinkerer's Table,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""44"" y=""1""] ~b/o {final_price} {fx_id}",5,2021-05-21 11:54:19.243340
238,8.0,DivinationCard,The Opulent,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""181"" y=""0""] ~b/o {final_price} {fx_id}",8,2021-05-21 11:54:19.243340
239,6.0,DivinationCard,The Tower,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""86"" y=""0""] ~b/o {final_price} {fx_id}",6,2021-05-21 11:54:19.243340
240,2.0,DivinationCard,The Witch,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""201"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
241,8.0,DivinationCard,The Wolf's Legacy,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""27"" y=""1""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
242,11.0,DivinationCard,The Inventor,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""46"" y=""0""] ~b/o {final_price} {fx_id}",11,2021-05-21 11:54:19.243340
243,9.0,DivinationCard,Lantador's Lost Love,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""3"" y=""0""] ~b/o {final_price} {fx_id}",9,2021-05-21 11:54:19.243340
244,4.0,DivinationCard,The Web,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""144"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
245,3.0,DivinationCard,Three Faces in the Dark,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""0"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
246,13.0,DivinationCard,The Carrion Crow,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""10"" y=""0""] ~b/o {final_price} {fx_id}",13,2021-05-21 11:54:19.243340
247,10.0,DivinationCard,Prosperity,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""115"" y=""0""] ~b/o {final_price} {fx_id}",10,2021-05-21 11:54:19.243340
248,6.0,DivinationCard,Struck by Lightning,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""182"" y=""0""] ~b/o {final_price} {fx_id}",6,2021-05-21 11:54:19.243340
249,23.0,DivinationCard,Emperor's Luck,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""30"" y=""0""] ~b/o {final_price} {fx_id}",23,2021-05-21 11:54:19.243340
250,16.0,DivinationCard,The Gambler,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""25"" y=""0""] ~b/o {final_price} {fx_id}",16,2021-05-21 11:54:19.243340
251,8.0,DivinationCard,Boon of Justice,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""239"" y=""0""] ~b/o {final_price} {fx_id}",8,2021-05-21 11:54:19.243340
252,2.0,DivinationCard,The Master Artisan,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""234"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
253,24.0,DivinationCard,The Flora's Gift,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""55"" y=""0""] ~b/o {final_price} {fx_id}",24,2021-05-21 11:54:19.243340
254,23.0,DivinationCard,Doedre's Madness,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""59"" y=""0""] ~b/o {final_price} {fx_id}",23,2021-05-21 11:54:19.243340
255,4.0,DivinationCard,The Journalist,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""72"" y=""1""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
256,13.0,DivinationCard,Rain of Chaos,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""34"" y=""0""] ~b/o {final_price} {fx_id}",13,2021-05-21 11:54:19.243340
257,3.0,DivinationCard,Alone in the Darkness,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""248"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
258,3.0,DivinationCard,Death,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""74"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
259,9.0,DivinationCard,Destined to Crumble,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""138"" y=""0""] ~b/o {final_price} {fx_id}",9,2021-05-21 11:54:19.243340
260,9.0,DivinationCard,Draped in Dreams,9.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""83"" y=""1""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
261,2.0,DivinationCard,Lingering Remnants,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""175"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
262,3.0,DivinationCard,The Rabid Rhoa,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""118"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
263,4.0,DivinationCard,The Lion,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""120"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
264,9.0,DivinationCard,The Lunaris Priestess,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""146"" y=""0""] ~b/o {final_price} {fx_id}",9,2021-05-21 11:54:19.243340
265,2.0,DivinationCard,The Beast,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""222"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
266,33.0,DivinationCard,The Sephirot,11.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""130"" y=""0""] ~b/o {final_price} {fx_id}",3,2021-05-21 11:54:19.243340
267,12.0,DivinationCard,Emperor of Purity,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""147"" y=""0""] ~b/o {final_price} {fx_id}",6,2021-05-21 11:54:19.243340
268,4.0,DivinationCard,Hubris,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""100"" y=""0""] ~b/o {final_price} {fx_id}",4,2021-05-21 11:54:19.243340
269,10.0,DivinationCard,The Metalsmith's Gift,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""4"" y=""0""] ~b/o {final_price} {fx_id}",10,2021-05-21 11:54:19.243340
270,2.0,DivinationCard,Audacity,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""81"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
271,85.34,DivinationCard,Abandoned Wealth,85.34,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""39"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
272,6.0,DivinationCard,Turn the Other Cheek,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""112"" y=""0""] ~b/o {final_price} {fx_id}",6,2021-05-21 11:54:19.243340
273,10.0,DivinationCard,The Watcher,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""35"" y=""0""] ~b/o {final_price} {fx_id}",10,2021-05-21 11:54:19.243340
274,1.03,DivinationCard,The Demoness,1.03,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""105"" y=""0""] ~b/o {final_price} {fx_id}",1,2021-05-21 11:54:19.243340
275,2.0,DivinationCard,The One With All,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""57"" y=""0""] ~b/o {final_price} {fx_id}",2,2021-05-21 11:54:19.243340
276,10.44,DivinationCard,The King's Blade,1.16,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""62"" y=""0""] ~b/o {final_price} {fx_id}",9,2021-05-21 11:54:19.243340
277,12.0,DivinationCard,The Encroaching Darkness,2.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""60"" y=""0""] ~b/o {final_price} {fx_id}",6,2021-05-21 11:54:19.243340
278,5.0,DivinationCard,The Wrath,1.0,"[linkItem location=""Stash6"" league=""Ultimatum"" x=""61"" y=""0""] ~b/o {final_price} {fx_id}",5,2021-05-21 11:54:19.243340
